Time [s],Forward Velocity [m/s],Angular Velocity [rad/s],Subject #,Range [m],Bearing [rad],x [m],y [m],Orientation [rad]
1288972483.026,,,,,,2.662107,-0.9345657,1.07969633
1288972483.003,,,13.0,1.323,0.126,,,
1288972483.218,,,2.0,1.121,-0.466,,,
1288972483.218,,,13.0,1.262,0.261,,,
1288972483.265,0.165,-1.003,,,,,,
1288972483.266,,,,,,2.6779543,-0.9099039,0.94829633
1288972483.003,,,13.0,1.323,0.126,,,
1288972483.218,,,2.0,1.121,-0.466,,,
1288972483.218,,,13.0,1.262,0.261,,,
1288972483.433,,,13.0,1.193,0.384,,,
1288972483.433,,,12.0,2.022,-0.234,,,
1288972483.505,0.165,-1.003,,,,,,
1288972483.506,,,,,,2.6990514,-0.8856232,0.80829633
1288972483.003,,,13.0,1.323,0.126,,,
1288972483.218,,,2.0,1.121,-0.466,,,
1288972483.218,,,13.0,1.262,0.261,,,
1288972483.433,,,13.0,1.193,0.384,,,
1288972483.433,,,12.0,2.022,-0.234,,,
1288972483.647,,,12.0,2.045,-0.124,,,
1288972483.743,0.165,-1.003,,,,,,
1288972483.744,,,,,,2.7181548,-0.8619899,0.61889633
1288972483.862,,,12.0,2.034,0.002,,,
1288972483.865,0.165,-1.003,,,,,,
1288972483.866,,,,,,2.7313714,-0.8514384,0.53279633
1288972483.862,,,12.0,2.034,0.002,,,
1288972484.076,,,12.0,2.01,0.118,,,
1288972484.105,0.165,-1.003,,,,,,
1288972484.106,,,,,,2.7597869,-0.8358142,0.38479633
1288972483.862,,,12.0,2.034,0.002,,,
1288972484.076,,,12.0,2.01,0.118,,,
1288972486.269,0.165,0.902,,,,,,
1288972486.27,,,,,,3.0698799,-0.7437855,0.30239633
1288972486.293,,,12.0,1.615,0.33,,,
1288972486.385,0.165,0.902,,,,,,
1288972486.386,,,,,,3.0873154,-0.7386204,0.33769633
1288972486.507,,,12.0,1.621,0.239,,,
1288972486.507,0.165,0.902,,,,,,
1288972486.508,,,,,,3.101746,-0.7327428,0.41349633
1288972486.507,,,12.0,1.621,0.239,,,
1288972486.723,,,12.0,1.63,0.131,,,
1288972486.749,0.165,0.902,,,,,,
1288972486.75,,,,,,3.1317926,-0.7174062,0.56589633
1288972486.507,,,12.0,1.621,0.239,,,
1288972486.723,,,12.0,1.63,0.131,,,
1288972486.936,,,12.0,1.611,0.017,,,
1288972486.985,0.165,0.902,,,,,,
1288972486.9859998,,,,,,3.1564799,-0.7014692,0.69929633
1288972486.507,,,12.0,1.621,0.239,,,
1288972486.723,,,12.0,1.63,0.131,,,
1288972486.936,,,12.0,1.611,0.017,,,
1288972487.149,,,12.0,1.57,-0.108,,,
1288972487.229,0.165,0.902,,,,,,
1288972487.23,,,,,,3.1800591,-0.6803202,0.84529633
1288972486.507,,,12.0,1.621,0.239,,,
1288972486.723,,,12.0,1.63,0.131,,,
1288972486.936,,,12.0,1.611,0.017,,,
1288972487.149,,,12.0,1.57,-0.108,,,
1288972487.363,,,12.0,1.508,-0.222,,,
1288972487.469,0.165,0.902,,,,,,
1288972487.47,,,,,,3.2013169,-0.6550765,0.98049633
1288972487.576,,,12.0,1.428,-0.348,,,
1288972487.589,0.165,0.902,,,,,,
1288972487.59,,,,,,3.2101887,-0.6419954,1.05789633
1288972487.576,,,12.0,1.428,-0.348,,,
1288972494.435,0.165,0.902,,,,,,
1288972494.4359999,,,,,,3.6364744,0.3009682,1.16719633
1288972494.471,,,20.0,2.696,0.151,,,
1288972494.555,0.165,0.902,,,,,,
1288972494.556,,,,,,3.644144,0.3168543,1.20069633
1288972494.471,,,20.0,2.696,0.151,,,
1288972507.77,0.165,0.902,,,,,,
1288972507.771,,,,,,3.5694008,1.6163802,1.63379633
1288972507.844,,,19.0,3.618,0.077,,,
1288972507.893,0.165,0.902,,,,,,
1288972507.8939998,,,,,,3.56758,1.6334147,1.66829633
1288972507.844,,,19.0,3.618,0.077,,,
1288972514.865,0.165,0.902,,,,,,
1288972514.866,,,,,,2.7499296,2.2126192,2.67299633
1288972514.892,,,16.0,1.878,0.209,,,
1288972514.892,,,1.0,2.607,0.246,,,
1288972514.985,0.165,0.902,,,,,,
1288972514.9859998,,,,,,2.7330237,2.2215278,2.69629633
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.101,0.165,0.902,,,,,,
1288972515.102,,,,,,2.7200592,2.2291421,2.78819633
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972515.344,0.165,0.902,,,,,,
1288972515.345,,,,,,2.6900204,2.2415826,2.94169633
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972517.149,0.165,-1.003,,,,,,
1288972517.1499999,,,,,,2.4605257,2.1874031,-2.29258898
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972517.989,0.165,0.902,,,,,,
1288972517.99,,,,,,2.3789836,2.112581,-2.80188898
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.393,0.165,0.902,,,,,,
1288972523.3939998,,,,,,1.735381,1.6256567,-2.45608898
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972523.752,0.165,0.902,,,,,,
1288972523.753,,,,,,1.7013584,1.592517,-2.27888898
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.797,0.165,0.902,,,,,,
1288972525.7979999,,,,,,1.6653299,1.334102,-1.04740367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972526.035,0.165,0.902,,,,,,
1288972526.036,,,,,,1.6795101,1.3064745,-0.88200367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.478,0.165,0.902,,,,,,
1288972530.4789999,,,,,,2.1266092,0.804509,-0.79180367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.955,,,12.0,2.198,0.35,,,
1288972530.958,0.165,0.902,,,,,,
1288972530.9589999,,,,,,2.1740857,0.7571951,-0.53010367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.955,,,12.0,2.198,0.35,,,
1288972531.169,,,12.0,2.248,0.247,,,
1288972531.205,0.165,0.902,,,,,,
1288972531.2059999,,,,,,2.2031894,0.7411509,-0.39810367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.955,,,12.0,2.198,0.35,,,
1288972531.169,,,12.0,2.248,0.247,,,
1288972531.385,,,12.0,2.261,0.128,,,
1288972531.444,0.165,0.902,,,,,,
1288972531.445,,,,,,2.2331941,0.7345967,-0.32250367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.955,,,12.0,2.198,0.35,,,
1288972531.169,,,12.0,2.248,0.247,,,
1288972531.385,,,12.0,2.261,0.128,,,
1288972531.599,,,12.0,2.242,0.01,,,
1288972531.682,0.165,0.902,,,,,,
1288972531.6829998,,,,,,2.2639092,0.7233584,-0.15750367
1288972515.097,,,16.0,1.868,0.101,,,
1288972515.302,,,16.0,1.845,-0.017,,,
1288972523.641,,,14.0,1.953,0.055,,,
1288972525.782,,,13.0,1.712,0.446,,,
1288972525.999,,,13.0,1.761,0.33,,,
1288972530.955,,,12.0,2.198,0.35,,,
1288972531.169,,,12.0,2.248,0.247,,,
1288972531.385,,,12.0,2.261,0.128,,,
1288972531.599,,,12.0,2.242,0.01,,,
1288972535.769,0.165,0.902,,,,,,
1288972535.77,,,,,,2.8767833,0.7216085,0.00779633
1288972535.8,,,12.0,1.53,-0.339,,,
1288972535.889,0.165,0.902,,,,,,
1288972535.8899999,,,,,,2.8951422,0.7216166,0.04479633
1288972535.8,,,12.0,1.53,-0.339,,,
1288972536.012,,,12.0,1.41,-0.46,,,
1288972536.129,0.165,0.902,,,,,,
1288972536.1299999,,,,,,2.9245236,0.723241,0.18909633
1288972535.8,,,12.0,1.53,-0.339,,,
1288972536.012,,,12.0,1.41,-0.46,,,
1288972537.073,,,20.0,2.454,0.288,,,
1288972537.086,0.165,0.902,,,,,,
1288972537.087,,,,,,3.0379333,0.7754195,0.76869633
1288972535.8,,,12.0,1.53,-0.339,,,
1288972536.012,,,12.0,1.41,-0.46,,,
1288972537.073,,,20.0,2.454,0.288,,,
1288972537.285,,,20.0,2.496,0.175,,,
1288972537.326,0.165,0.902,,,,,,
1288972537.327,,,,,,3.0600448,0.7978224,0.90579633
1288972535.8,,,12.0,1.53,-0.339,,,
1288972536.012,,,12.0,1.41,-0.46,,,
1288972537.073,,,20.0,2.454,0.288,,,
1288972537.285,,,20.0,2.496,0.175,,,
1288972537.712,,,20.0,2.414,-0.122,,,
1288972537.813,0.165,0.902,,,,,,
1288972537.814,,,,,,3.0948952,0.8552794,1.18629633
1288972537.925,,,20.0,2.324,-0.244,,,
1288972537.933,0.165,0.902,,,,,,
1288972537.934,,,,,,3.0990493,0.8683901,1.25759633
1288972537.925,,,20.0,2.324,-0.244,,,
1288972540.33,0.165,0.902,,,,,,
1288972540.3309999,,,,,,3.1783816,1.2238964,1.34699633
1288972540.375,,,1.0,1.626,0.16,,,
1288972540.375,,,19.0,3.863,0.261,,,
1288972540.45,0.165,0.902,,,,,,
1288972540.451,,,,,,3.1841406,1.2424965,1.38839633
1288972540.375,,,1.0,1.626,0.16,,,
1288972540.375,,,19.0,3.863,0.261,,,
1288972540.588,,,20.0,1.791,-0.493,,,
1288972540.69,0.165,0.902,,,,,,
1288972540.691,,,,,,3.1859516,1.2710264,1.52549633
1288972540.375,,,1.0,1.626,0.16,,,
1288972540.375,,,19.0,3.863,0.261,,,
1288972540.588,,,20.0,1.791,-0.493,,,
1288972542.257,0.165,0.902,,,,,,
1288972542.258,,,,,,3.136251,1.4928669,1.84769633
1288972542.314,,,19.0,3.582,-0.244,,,
1288972542.377,0.165,0.902,,,,,,
1288972542.378,,,,,,3.1322746,1.5080243,1.87769633
1288972542.314,,,19.0,3.582,-0.244,,,
1288972558.837,0.165,0.902,,,,,,
1288972558.8379998,,,,,,1.4307258,3.3042355,2.33329633
1288972558.875,,,18.0,2.045,-0.226,,,
1288972558.957,0.165,0.902,,,,,,
1288972558.958,,,,,,1.4156773,3.3193215,2.35909633
1288972558.875,,,18.0,2.045,-0.226,,,
1288972560.133,,,17.0,2.394,0.282,,,
1288972560.189,0.165,0.902,,,,,,
1288972560.1899998,,,,,,1.2758443,3.3858015,3.10529633
1288972558.875,,,18.0,2.045,-0.226,,,
1288972560.133,,,17.0,2.394,0.282,,,
1288972565.308,0.165,0.902,,,,,,
1288972565.309,,,,,,0.5020852,3.3371519,-3.07978898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.429,0.165,0.902,,,,,,
1288972565.4299998,,,,,,0.4856693,3.3374864,-3.04228898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.669,0.165,0.902,,,,,,
1288972565.6699998,,,,,,0.4537253,3.3323833,-2.88548898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.992,,,17.0,1.611,-0.073,,,
1288972566.029,0.165,0.902,,,,,,
1288972566.03,,,,,,0.412324,3.3149124,-2.69058898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.992,,,17.0,1.611,-0.073,,,
1288972566.199,,,17.0,1.555,-0.193,,,
1288972566.267,0.165,0.902,,,,,,
1288972566.268,,,,,,0.3900492,3.2949702,-2.62078898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.992,,,17.0,1.611,-0.073,,,
1288972566.199,,,17.0,1.555,-0.193,,,
1288972566.616,,,17.0,1.383,-0.444,,,
1288972566.627,0.165,0.902,,,,,,
1288972566.628,,,,,,0.3515601,3.2610157,-2.36898898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.992,,,17.0,1.611,-0.073,,,
1288972566.199,,,17.0,1.555,-0.193,,,
1288972566.616,,,17.0,1.383,-0.444,,,
1288972588.735,0.165,0.902,,,,,,
1288972588.7359998,,,,,,-0.2444281,0.0023004,-1.75838898
1288972565.37,,,17.0,1.665,0.25,,,
1288972565.576,,,17.0,1.661,0.164,,,
1288972565.992,,,17.0,1.611,-0.073,,,
1288972566.199,,,17.0,1.555,-0.193,,,
1288972566.616,,,17.0,1.383,-0.444,,,
1288972588.859,,,10.0,2.607,-0.134,,,
1288972588.976,0.165,0.902,,,,,,
1288972588.977,,,,,,-0.252315,-0.0293043,-1.63868898
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.097,0.165,0.902,,,,,,
1288972589.0979998,,,,,,-0.2526211,-0.045395,-1.55240367
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.496,,,10.0,2.265,-0.495,,,
1288972589.575,0.165,0.902,,,,,,
1288972589.576,,,,,,-0.2414777,-0.1052401,-1.31230367
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.496,,,10.0,2.265,-0.495,,,
1288972589.925,,,7.0,3.076,0.234,,,
1288972589.934,0.165,0.902,,,,,,
1288972589.935,,,,,,-0.2240539,-0.1441575,-1.12540367
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.496,,,10.0,2.265,-0.495,,,
1288972589.925,,,7.0,3.076,0.234,,,
1288972590.139,,,7.0,3.109,0.06,,,
1288972590.181,0.165,0.902,,,,,,
1288972590.182,,,,,,-0.2072957,-0.1709309,-0.98450367
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.496,,,10.0,2.265,-0.495,,,
1288972589.925,,,7.0,3.076,0.234,,,
1288972590.139,,,7.0,3.109,0.06,,,
1288972590.568,,,4.0,2.496,0.022,,,
1288972590.661,0.165,0.902,,,,,,
1288972590.662,,,,,,-0.1614857,-0.2165022,-0.71920367
1288972589.071,,,10.0,2.523,-0.256,,,
1288972589.496,,,10.0,2.265,-0.495,,,
1288972589.925,,,7.0,3.076,0.234,,,
1288972590.139,,,7.0,3.109,0.06,,,
1288972590.568,,,4.0,2.496,0.022,,,
1288972590.784,,,4.0,2.427,-0.09,,,
1288972590.899,0.165,0.902,,,,,,
1288972590.8999999,,,,,,-0.1378775,-0.2329198,-0.58390367
1288972591.0,,,4.0,2.31,-0.198,,,
1288972591.02,0.165,0.902,,,,,,
1288972591.021,,,,,,-0.1224087,-0.2375689,-0.53870367
1288972591.0,,,4.0,2.31,-0.198,,,
1288972591.216,,,4.0,2.182,-0.323,,,
1288972591.261,0.165,0.902,,,,,,
1288972591.2619998,,,,,,-0.0956341,-0.2509802,-0.38780367
1288972591.0,,,4.0,2.31,-0.198,,,
1288972591.216,,,4.0,2.182,-0.323,,,
1288972599.912,0.165,-1.003,,,,,,
1288972599.9129999,,,,,,1.3541653,-0.1160937,2.32029633
1288972599.954,,,13.0,1.983,-0.046,,,
1288972600.029,0.165,-1.003,,,,,,
1288972600.03,,,,,,1.3763197,-0.1294977,2.19719633
1288972599.954,,,13.0,1.983,-0.046,,,
1288972600.168,,,12.0,3.213,0.02,,,
1288972600.273,0.165,-1.003,,,,,,
1288972600.274,,,,,,1.3972227,-0.1532029,2.05299633
1288972600.382,,,13.0,1.89,0.189,,,
1288972600.391,0.165,-1.003,,,,,,
1288972600.392,,,,,,1.396163,-0.2080747,1.60049633
1288972600.382,,,13.0,1.89,0.189,,,
1288972600.6,,,13.0,1.823,0.308,,,
1288972600.629,0.165,-1.003,,,,,,
1288972600.6299999,,,,,,1.416504,-0.1802074,1.90829633
1288972600.382,,,13.0,1.89,0.189,,,
1288972600.6,,,13.0,1.823,0.308,,,
1288972600.818,,,12.0,2.958,0.376,,,
1288972600.873,0.165,-1.003,,,,,,
1288972600.8739998,,,,,,1.4076814,-0.2543019,1.31909633
1288972600.382,,,13.0,1.89,0.189,,,
1288972600.6,,,13.0,1.823,0.308,,,
1288972600.818,,,12.0,2.958,0.376,,,
1288972610.365,0.165,-1.003,,,,,,
1288972610.366,,,,,,2.4329193,-1.1905552,1.41249633
1288972610.375,,,11.0,2.532,0.134,,,
1288972610.485,0.165,-1.003,,,,,,
1288972610.4859998,,,,,,2.4404984,-1.2051406,1.37609633
1288972610.588,,,11.0,2.454,0.232,,,
1288972610.605,0.165,-1.003,,,,,,
1288972610.606,,,,,,2.4390492,-1.2196272,1.30489633
1288972610.588,,,11.0,2.454,0.232,,,
1288972611.013,,,11.0,2.231,0.467,,,
1288972611.085,0.165,-1.003,,,,,,
1288972611.086,,,,,,2.4248102,-1.276454,1.02439633
1288972610.588,,,11.0,2.454,0.232,,,
1288972611.013,,,11.0,2.231,0.467,,,
1288972611.857,,,7.0,1.302,-0.509,,,
1288972611.925,0.165,-1.003,,,,,,
1288972611.9259999,,,,,,2.3762404,-1.3803283,0.75289633
1288972610.588,,,11.0,2.454,0.232,,,
1288972611.013,,,11.0,2.231,0.467,,,
1288972611.857,,,7.0,1.302,-0.509,,,
1288972622.501,0.165,-1.003,,,,,,
1288972622.5019999,,,,,,2.0944464,-2.9479095,0.64819633
1288972622.505,,,6.0,2.895,0.037,,,
1288972622.614,0.165,-1.003,,,,,,
1288972622.615,,,,,,2.0877298,-2.9623163,0.62989633
1288972622.505,,,6.0,2.895,0.037,,,
1288972623.554,,,9.0,3.712,-0.163,,,
1288972623.581,0.165,-1.003,,,,,,
1288972623.582,,,,,,1.9590119,-2.9904991,0.01029633
1288972622.505,,,6.0,2.895,0.037,,,
1288972623.554,,,9.0,3.712,-0.163,,,
1288972623.769,,,9.0,3.529,-0.042,,,
1288972623.821,0.165,-1.003,,,,,,
1288972623.822,,,,,,1.9259915,-2.9892766,-0.12280367
1288972622.505,,,6.0,2.895,0.037,,,
1288972623.554,,,9.0,3.712,-0.163,,,
1288972623.769,,,9.0,3.529,-0.042,,,
1288972630.309,0.165,0.902,,,,,,
1288972630.31,,,,,,1.0879004,-3.4808338,-0.21850367
1288972630.358,,,9.0,2.664,0.122,,,
1288972630.429,0.165,0.902,,,,,,
1288972630.4299998,,,,,,1.0810124,-3.4741636,-0.43800367
1288972630.358,,,9.0,2.664,0.122,,,
1288972630.571,,,9.0,2.609,0.02,,,
1288972630.668,0.165,0.902,,,,,,
1288972630.669,,,,,,1.0564487,-3.5407178,-0.03680367
1288972630.787,,,9.0,2.568,-0.099,,,
1288972630.789,0.165,0.902,,,,,,
1288972630.79,,,,,,1.0497535,-3.5632572,0.03189633
1288972630.787,,,9.0,2.568,-0.099,,,
1288972631.002,,,9.0,2.491,-0.222,,,
1288972631.028,0.165,0.902,,,,,,
1288972631.029,,,,,,1.0408147,-3.6099228,0.17119633
1288972630.787,,,9.0,2.568,-0.099,,,
1288972631.002,,,9.0,2.491,-0.222,,,
1288972636.435,0.165,0.902,,,,,,
1288972636.4359999,,,,,,0.8704931,-3.9276895,0.20649633
1288972636.496,,,9.0,2.073,-0.413,,,
1288972636.558,0.165,0.902,,,,,,
1288972636.559,,,,,,0.8686799,-3.9507137,0.25349633
1288972636.496,,,9.0,2.073,-0.413,,,
1288972636.71,,,9.0,1.949,-0.523,,,
1288972636.796,0.165,0.902,,,,,,
1288972636.797,,,,,,0.8799222,-4.0021,0.38339633
1288972636.496,,,9.0,2.073,-0.413,,,
1288972636.71,,,9.0,1.949,-0.523,,,
1288972637.343,,,6.0,1.765,0.505,,,
1288972637.397,0.165,0.902,,,,,,
1288972637.398,,,,,,0.933634,-4.0488649,0.60599633
1288972636.496,,,9.0,2.073,-0.413,,,
1288972636.71,,,9.0,1.949,-0.523,,,
1288972637.343,,,6.0,1.765,0.505,,,
1288972637.554,,,6.0,1.868,0.344,,,
1288972637.635,0.165,0.902,,,,,,
1288972637.636,,,,,,0.9571226,-4.0894094,0.73569633
1288972636.496,,,9.0,2.073,-0.413,,,
1288972636.71,,,9.0,1.949,-0.523,,,
1288972637.343,,,6.0,1.765,0.505,,,
1288972637.554,,,6.0,1.868,0.344,,,
1288972637.767,,,6.0,1.881,0.23,,,
1288972637.876,0.165,0.902,,,,,,
1288972637.8769999,,,,,,0.9881409,-4.1264109,0.87539633
1288972637.979,,,6.0,1.892,0.117,,,
1288972637.994,0.165,0.902,,,,,,
1288972637.995,,,,,,1.0054505,-4.1428667,0.94629633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.234,0.165,0.902,,,,,,
1288972638.235,,,,,,1.0423583,-4.1732283,1.08459633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.474,0.165,0.902,,,,,,
1288972638.475,,,,,,1.083895,-4.1973445,1.22229633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.618,,,6.0,1.764,-0.23,,,
1288972638.714,0.165,0.902,,,,,,
1288972638.715,,,,,,1.1276519,-4.2158048,1.35899633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.618,,,6.0,1.764,-0.23,,,
1288972638.835,,,6.0,1.672,-0.357,,,
1288972638.959,0.165,0.902,,,,,,
1288972638.96,,,,,,1.1765993,-4.2290703,1.50059633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.618,,,6.0,1.764,-0.23,,,
1288972638.835,,,6.0,1.672,-0.357,,,
1288972654.453,0.165,0.902,,,,,,
1288972654.454,,,,,,3.2690788,-4.0166705,2.25899633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.618,,,6.0,1.764,-0.23,,,
1288972638.835,,,6.0,1.672,-0.357,,,
1288972655.331,,,11.0,1.946,0.343,,,
1288972655.415,0.165,0.902,,,,,,
1288972655.416,,,,,,3.3825885,-3.8897085,2.77659633
1288972637.979,,,6.0,1.892,0.117,,,
1288972638.191,,,6.0,1.875,0.007,,,
1288972638.405,,,6.0,1.838,-0.109,,,
1288972638.618,,,6.0,1.764,-0.23,,,
1288972638.835,,,6.0,1.672,-0.357,,,
1288972655.331,,,11.0,1.946,0.343,,,
1288972655.544,,,11.0,1.983,0.23,,,
1288972655.657,0.165,0.902,,,,,,
1288972655.658,,,,,,3.4032715,-3.8456211,2.90789633
1288972655.758,,,11.0,1.987,0.113,,,
1288972655.775,0.165,0.902,,,,,,
1288972655.776,,,,,,3.4113323,-3.8240767,2.97279633
1288972655.758,,,11.0,1.987,0.113,,,
1288972655.97,,,11.0,1.947,-0.048,,,
1288972656.015,0.165,0.902,,,,,,
1288972656.016,,,,,,3.4215873,-3.7748048,3.10519633
1288972655.758,,,11.0,1.987,0.113,,,
1288972655.97,,,11.0,1.947,-0.048,,,
1288972656.183,,,11.0,1.891,-0.172,,,
1288972656.257,0.165,0.902,,,,,,
1288972656.258,,,,,,3.4247883,-3.7257473,-3.04668898
1288972655.758,,,11.0,1.987,0.113,,,
1288972655.97,,,11.0,1.947,-0.048,,,
1288972656.183,,,11.0,1.891,-0.172,,,
1288972664.548,0.165,0.902,,,,,,
1288972664.549,,,,,,3.5824547,-2.4562627,-2.71578898
1288972664.569,,,20.0,5.632,-0.021,,,
1288972664.57,,,13.0,2.888,0.266,,,
1288972664.668,0.165,0.902,,,,,,
1288972664.669,,,,,,3.5809942,-2.4358557,-2.68078898
1288972664.569,,,20.0,5.632,-0.021,,,
1288972664.57,,,13.0,2.888,0.266,,,
1288972670.555,0.165,-1.003,,,,,,
1288972670.556,,,,,,2.7642057,-1.9157619,-1.52530367
1288972670.577,,,1.0,2.076,-0.129,,,
1288972670.577,,,15.0,4.542,-0.019,,,
1288972670.676,0.165,-1.003,,,,,,
1288972670.677,,,,,,2.7523869,-1.9043372,-1.55260367
1288972670.786,,,14.0,3.296,-0.142,,,
1288972670.796,0.165,-1.003,,,,,,
1288972670.797,,,,,,2.7544103,-1.8884338,-1.64688898
1288972670.786,,,14.0,3.296,-0.142,,,
1288972670.994,,,14.0,3.325,-0.026,,,
1288972671.034,0.165,-1.003,,,,,,
1288972671.0349998,,,,,,2.7513166,-1.8592364,-1.76688898
1288972670.786,,,14.0,3.296,-0.142,,,
1288972670.994,,,14.0,3.325,-0.026,,,
1288972673.08,0.165,-1.003,,,,,,
1288972673.0809999,,,,,,2.5752889,-1.617944,-1.87608898
1288972673.161,,,1.0,1.953,0.376,,,
1288972673.2,0.165,-1.003,,,,,,
1288972673.201,,,,,,2.5698509,-1.6025854,-1.91398898
1288972673.161,,,1.0,1.953,0.376,,,
1288972677.524,0.165,-1.003,,,,,,
1288972677.5249999,,,,,,2.5081914,-0.9880934,-2.36068898
1288972673.161,,,1.0,1.953,0.376,,,
1288972677.785,,,13.0,1.354,-0.52,,,
1288972677.884,0.165,-1.003,,,,,,
1288972677.885,,,,,,2.4520379,-1.1074063,1.57189633
1288972678.001,,,13.0,1.412,-0.411,,,
1288972678.006,0.165,-1.003,,,,,,
1288972678.007,,,,,,2.4514949,-1.0909149,1.49919633
1288972678.001,,,13.0,1.412,-0.411,,,
1288972678.216,,,13.0,1.433,-0.293,,,
1288972678.243,0.165,-1.003,,,,,,
1288972678.244,,,,,,2.4549378,-1.0595307,1.36059633
1288972678.001,,,13.0,1.412,-0.411,,,
1288972678.216,,,13.0,1.433,-0.293,,,
1288972678.647,,,13.0,1.465,-0.073,,,
1288972678.723,0.165,-1.003,,,,,,
1288972678.724,,,,,,2.4746968,-0.9974361,1.06449633
1288972678.001,,,13.0,1.412,-0.411,,,
1288972678.216,,,13.0,1.433,-0.293,,,
1288972678.647,,,13.0,1.465,-0.073,,,
1288972680.409,0.165,-1.003,,,,,,
1288972680.4099998,,,,,,2.617863,-0.7894059,0.97809633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.525,0.165,-1.003,,,,,,
1288972680.526,,,,,,2.6273193,-0.7766718,0.93989633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.719,,,12.0,1.947,-0.324,,,
1288972680.769,0.165,-1.003,,,,,,
1288972680.77,,,,,,2.6462223,-0.752328,0.79119633
1288972680.491,,,13.0,1.172,0.152,,,
1288972680.719,,,12.0,1.947,-0.324,,,
1288972680.94,,,13.0,1.069,0.402,,,
